LocID,ALIAS,Facility Type,FAA REGION,STATE,AP Type,Latitude,Longitude,ARPElevation,Runway_ct
CZL,Tom B David Field,Airport,ASO,GA,Public Use,34.45545,-84.939162,655,1
1O8,Tipton Municpal Airport,Airport,ASW,OK,Public Use,34.458625,-99.171333,1248,1
DUC,Halliburton Field,Airport,ASW,OK,Public Use,34.471306,-97.959861,1114,1
4A9,Isbell Field,Airport,ASO,AL,Public Use,34.473694,-85.721389,876,1
HOT,Hot Springs Memorial Field,Airport,ASW,AR,Public Use,34.478028,-93.096222,540,2
FSU,Fort Sumner Municipal Airport,Airport,ASW,NM,Public Use,34.487771,-104.216948,4165,2
N21,,Airport,ASO,NC,Public Use,34.491,-77.531079,40,1
01M,Tishomingo County Airport,Airport,ASO,MS,Public Use,34.491667,-88.201111,584,1
AND,Anderson Regional Airport,Airport,ASO,SC,Public Use,34.494583,-82.709389,781,4
AJR,Habersham County Airport,Airport,ASO,GA,Public Use,34.499848,-83.55667,1448,1
L70,Agua Dulce Air Park,Airport,AWP,CA,Public Use,34.502569,-118.314644,2660,1
LUX,Laurens County Airport,Airport,ASO,SC,Public Use,34.507056,-81.947194,697,1
F09,,Airport,ASW,OK,Public Use,34.512574,-99.429533,1346,1
SJN,Saint Johns Industrial Air Park,Airport,AWP,AZ,Public Use,34.518556,-109.37875,5736,2
F30,Sulphur Municipal Airport,Airport,ASW,OK,Public Use,34.524533,-96.989739,1051,1
49X,,Airport,AWP,CA,Public Use,34.528889,-114.431972,638,1
7M3,Bearce Airport,Airport,ASW,AR,Public Use,34.529081,-93.529424,644,1
08F,,Airport,ASW,OK,Public Use,34.531759,-96.233054,615,1
M10,,Airport,ASW,NM,Public Use,34.533333,-106.223889,6492,2
3W6,Bladenboro Airport,Airport,ASO,NC,Public Use,34.542861,-78.778167,116,1
MEZ,Mena Intrmountain Muncpl Airport,Airport,ASW,AR,Public Use,34.545389,-94.202639,1079,2
97F,Crazy Horse Municipal Airport,Airport,ASW,OK,Public Use,34.546475,-97.108353,940,1
M72,New Albany-Union Co Airport,Airport,ASO,MS,Public Use,34.54901,-89.024436,412,1
9W9,,Airport,ASO,SC,Public Use,34.561417,-79.538083,192,1
T55,Dimmitt Municipal Airport,Airport,ASW,TX,Public Use,34.566736,-102.322695,3883,1
I06,Tulia/Swisher County Muni Airport,Airport,ASW,TX,Public Use,34.566825,-101.781461,3503,1
LAW,Lawton-Fort Sill Reg'l Airport,Airport,ASW,OK,Public Use,34.567714,-98.416637,1110,1
HII,Lake Havasu City Airport,Airport,AWP,AZ,Public Use,34.571111,-114.358278,783,1
APV,Apple Valley Airport,Airport,AWP,CA,Public Use,34.575333,-117.186194,3061,2
HEE,Thompson-Robbins Airport,Airport,ASW,AR,Public Use,34.5765,-90.675889,241,2
2A6,,Airport,ASW,AR,Public Use,34.582444,-91.165222,176,1
9A0,,Airport,ASO,GA,Public Use,34.583139,-84.019972,1311,1
SUZ,Saline County Regional Airport,Airport,ASW,AR,Public Use,34.5904,-92.479436,389,1
8M1,Booneville Baldwin Airport,Airport,ASO,MS,Public Use,34.591861,-88.6485,392,1
TOC,Toccoa Airport,Airport,ASO,GA,Public Use,34.592812,-83.296372,996,2
E51,Bagdad Airport,Airport,AWP,AZ,Public Use,34.595853,-113.170195,4195,1
VCV,Southern Calif Logistics Airport,Airport,AWP,CA,Public Use,34.597472,-117.383,2885,2
SGT,Stuttgart Municipal Airport,Airport,ASW,AR,Public Use,34.599479,-91.575,224,2
EYF,Curtis L Brown Jr Field Airport,Airport,ASO,NC,Public Use,34.601804,-78.579271,132,1
N17,,Airport,ASW,NM,Public Use,34.60458,-105.191822,5935,1
IZA,Santa Ynez Airport,Airport,AWP,CA,Public Use,34.606806,-120.075562,674,1
LBT,Lumberton Municipal Airport,Airport,ASO,NC,Public Use,34.609806,-79.059556,124,2
BBP,Marlboro County Airport,Airport,ASO,SC,Public Use,34.621709,-79.734359,146,1
4O1,,Airport,ASW,OK,Public Use,34.627722,-99.014,1325,1
49A,Gilmer County Airport,Airport,ASO,GA,Public Use,34.628222,-84.526583,1485,1
PMD,La/Palmdale Regional Airport,Airport,AWP,CA,Public Use,34.629389,-118.084553,2542,3
HSV,Huntsville Int'l Airport,Airport,ASO,AL,Federalized/Commercial,34.637194,-86.775056,628,2
E80,Alexander Municipal Airport,Airport,ASW,NM,Public Use,34.645198,-106.833696,5199,2
4M8,,Airport,ASW,AR,Public Use,34.646589,-91.394717,217,1
DCU,Pryor Field,Airport,ASO,AL,Public Use,34.654056,-86.945361,592,1
X54,,Airport,ASW,TX,Public Use,34.654234,-102.691881,4003,2
PRC,Ernest A Love Field,Airport,AWP,AZ,Federalized/Commercial,34.654444,-112.419611,5044,3
9A4,,Airport,ASO,AL,Public Use,34.659417,-87.348917,587,2
LPC,Lompoc Airport,Airport,AWP,CA,Public Use,34.665619,-120.467503,88,1
30M,Tunica Airport,Airport,ASO,MS,Public Use,34.666768,-90.366765,195,1
CEU,Oconee County Regional Airport,Airport,ASO,SC,Public Use,34.672222,-82.885889,890,1
T73,,Airport,ASO,SC,Public Use,34.674317,-80.682291,578,4
UTA,,Airport,ASO,MS,Federalized/Commercial,34.685056,-90.347778,194,1
35A,Union County Airport,Airport,ASO,SC,Public Use,34.686953,-81.641167,610,1
9A5,Barwick Lafayette Airport,Airport,ASO,GA,Public Use,34.688479,-85.290332,776,1
4A6,Scottsboro Municipal Airport,Airport,ASO,AL,Public Use,34.688711,-86.005925,650,1
AXS,Altus Municipal Airport,Airport,ASW,OK,Public Use,34.698806,-99.338472,1433,1
O35,Hollis Municipal Airport,Airport,ASW,OK,Public Use,34.705306,-99.908556,1659,1
6F1,Talihina Municipal Airport,Airport,ASW,OK,Public Use,34.707771,-95.073786,687,1
PVJ,Pauls Valley Municipal Airport,Airport,ASW,OK,Public Use,34.709563,-97.223346,970,1
CQW,Cheraw Municipal Airport,Airport,ASO,SC,Public Use,34.712861,-79.957,238,1
N22,Sky Manor Airport,Airport,ASO,NC,Public Use,34.716832,-77.592193,60,1
ACZ,Henderson Field,Airport,ASO,NC,Public Use,34.717866,-78.00388,38,1
25M,Ripley Airport,Airport,ASO,MS,Public Use,34.722735,-89.014696,466,1
LKR,Lancaster County Airport,Airport,ASO,SC,Public Use,34.722904,-80.85459,485,1
DNN,Dalton Municipal Airport,Airport,ASO,GA,Public Use,34.722944,-84.87025,708,1
LIT,Little Rock National Airport,Airport,ASW,AR,Federalized/Commercial,34.729444,-92.224778,266,3
P52,Cottonwood Airport,Airport,AWP,AZ,Public Use,34.730056,-112.035139,3560,1
MRH,Michael J Smith Field,Airport,ASO,NC,Public Use,34.733543,-76.660585,10,3
F21,Memphis Municipal Airport,Airport,ASW,TX,Public Use,34.739589,-100.529701,2102,2
WJF,General William J Fox Airfield,Airport,AWP,CA,Public Use,34.741056,-118.218639,2350,1
PYG,Pageland Airport,Airport,ASO,SC,Public Use,34.742139,-80.345194,574,1
MSL,Northwest Alabama Regional Airport,Airport,ASO,AL,Federalized/Commercial,34.745306,-87.610222,550,2
3M5,Moontown Airport,Airport,ASO,AL,Public Use,34.747361,-86.460972,655,1
GYH,Donaldson Center Airport,Airport,ASO,SC,Public Use,34.758306,-82.376417,955,1
6M0,Hazen Municipal Airport,Airport,ASW,AR,Public Use,34.759214,-91.638046,230,1
E98,Mid Valley Airpark,Airport,ASW,NM,Public Use,34.759778,-106.745304,4836,1
E92,,Airport,ASW,NM,Public Use,34.763393,-106.041406,6100,1
EED,Needles Airport,Airport,AWP,CA,Public Use,34.766347,-114.62328,983,2
15M,Iuka Airport,Airport,ASO,MS,Public Use,34.772313,-88.165874,625,1
6M7,Marianna-Lee County Airport,Airport,ASW,AR,Public Use,34.78275,-90.809972,219,1
DCM,Chester Catawba Regional,Airport,ASO,SC,Public Use,34.789333,-81.195778,656,2
MEB,Laurinburg Maxton Airport,Airport,ASO,NC,Public Use,34.792174,-79.365895,217,2
H75,,Airport,ASO,MS,Public Use,34.798154,-90.037036,242,1
ADH,Ada Municipal Airport,Airport,ASW,OK,Public Use,34.804262,-96.6712,1015,2
M41,,Airport,ASO,MS,Public Use,34.804361,-89.521111,551,1
4M3,Carlisle Municipal Airport,Airport,ASW,AR,Public Use,34.808222,-91.712111,240,2
LQK,Pickens County Airport,Airport,ASO,SC,Public Use,34.809972,-82.702889,1013,1
OAJ,Albert J Ellis Airport,Airport,ASO,NC,Public Use,34.829167,-77.612139,93,1
ORK,North Little Rock Municipal Airport,Airport,ASW,AR,Public Use,34.833139,-92.254139,545,2
F06,Marian Airpark,Airport,ASW,TX,Public Use,34.845611,-100.195948,2009,3
GMU,Greenville Downtown Airport,Airport,ASO,SC,Public Use,34.847944,-82.35,1048,4
SEZ,Sedona Airport,Airport,AWP,AZ,Public Use,34.848583,-111.788444,4830,2
1K2,Lindsay Municipal Airport,Airport,ASW,OK,Public Use,34.849451,-97.585292,968,1
DAG,Barstow-Daggett Airport,Airport,AWP,CA,Public Use,34.853722,-116.786694,1930,2
DZJ,Blairsville Airport,Airport,ASO,GA,Public Use,34.854426,-83.997325,1907,1
HRX,Hereford Municipal Airport,Airport,ASW,TX,Public Use,34.860675,-102.325899,3787,2
MDQ,Madison County Executive Airport,Airport,ASO,AL,Public Use,34.861417,-86.557472,763,1
N52,,Airport,ASO,NC,Public Use,34.863817,-80.747983,602,1
L00,Rosamond Skypark Airport,Airport,AWP,CA,Public Use,34.8705,-118.205417,2415,1
M27,Waldron Municipal Airport,Airport,ASW,AR,Public Use,34.876042,-94.109306,705,1
M36,Frank Federer Memorial Airport,Airport,ASW,AR,Public Use,34.880274,-91.176441,195,1
MLC,Mcalester Regional Airport,Airport,ASW,OK,Public Use,34.882389,-95.783472,770,1
7A6,Stevenson Municipal Airport,Airport,ASO,AL,Public Use,34.886276,-85.803289,644,1
A09,,Airport,AWP,AZ,Public Use,34.888167,-114.616639,485,1
O14,,Airport,ASW,OK,Public Use,34.890833,-97.998333,1200,1
RCZ,,Airport,ASO,NC,Public Use,34.891306,-79.759611,357,2
2K4,,Airport,ASW,OK,Public Use,34.892611,-99.528222,1643,1
2GC,,Airport,ASO,NC,Public Use,34.893692,-78.843531,160,1
GSP,Greenville-Spartanburg Int'l Arpt,Airport,ASO,SC,Federalized/Commercial,34.895667,-82.218861,963,1
SMX,Santa Maria Public Airport,Airport,AWP,CA,Federalized/Commercial,34.899944,-120.458083,261,2
E34,Clarendon Municipal Airport,Airport,ASW,TX,Public Use,34.9115,-100.869361,2832,1
CRX,Corinth-Alcorn County Airport,Airport,ASO,MS,Public Use,34.914968,-88.603484,424,1
SPA,Spartanburg Downtown Mem'l Airport,Airport,ASO,SC,Public Use,34.915722,-81.9565,801,1
M38,Hazel Green Airport,Airport,ASO,AL,Public Use,34.916,-86.647111,814,1
H05,Wilburton Municipal Airport,Airport,ASW,OK,Public Use,34.920031,-95.394003,669,1
SXU,Santa Rosa Route 66 Airport,Airport,ASW,NM,Public Use,34.935672,-104.642564,4791,2
L88,,Airport,AWP,CA,Public Use,34.939944,-119.685583,2203,1
P14,Holbrook Municipal Airport,Airport,AWP,AZ,Public Use,34.940722,-110.1385,5261,2
FCY,Forrest City Municipal Airport,Airport,ASW,AR,Public Use,34.941998,-90.774966,249,1
CTZ,,Airport,ASO,NC,Public Use,34.974939,-78.365629,143,1
OLV,Olive Branch Airport,Airport,ASO,MS,Public Use,34.97875,-89.786861,401,1
1M3,,Airport,ASO,AL,Public Use,34.979083,-86.883278,922,1
6N9,,Airport,ASO,NC,Public Use,34.981,-77.699806,,
,,Airport,ASW,NM,Public Use,34.982278,-106.005028,,
3O3,,Airport,ASW,OK,Public Use,34.98335,-97.382638,1143,1
N46,,Airport,ASO,NC,Public Use,34.98434,-80.419146,590,1
UZA,Bryant Field,Airport,ASO,SC,Public Use,34.987833,-81.057167,666,1
FAY,Fayetteville Regional Airport,Airport,ASO,NC,Federalized/Commercial,34.991222,-78.880278,189,2
HBR,Hobart Regional Airport,Airport,ASW,OK,Public Use,34.991306,-99.051389,1563,3
DPL,Dublin County Airport,Airport,ASO,NC,Public Use,35.000056,-77.981694,136,1
A20,,Airport,AWP,AZ,Public Use,35.005639,-114.565028,725,1
1A3,Martin Campbell Field,Airport,ASO,TN,Public Use,35.015806,-84.346833,1788,1
EQY,Monroe Airport,Airport,ASO,NC,Public Use,35.018844,-80.620234,682,1
5W4,P K Airpark,Airport,ASO,NC,Public Use,35.01986,-79.191004,304,1
AFP,Anson County Airport,Airport,ASO,NC,Public Use,35.020638,-80.077118,299,1
RKR,Robert S Kerr Airport,Airport,ASW,OK,Public Use,35.021639,-94.62125,450,1
INW,Winslow-Lindbergh Regional Airport,Airport,AWP,AZ,Public Use,35.021694,-110.722917,4941,2
CHA,Chattanooga Metropolitan Airport,Airport,ASO,TN,Federalized/Commercial,35.035194,-85.203556,682,2
ABQ,Albuquerque Int'l Sunport,Airport,ASW,NM,Federalized/Commercial,35.040194,-106.609194,5354,3
MEM,Memphis Int'l Airport,Airport,ASO,TN,Federalized/Commercial,35.042417,-89.976667,340,4
FGU,,Airport,ASO,TN,Public Use,35.04313,-85.021893,860,1
4W9,,Airport,ASO,NC,Public Use,35.050719,-77.736087,,
F68,Anadarko Municipal Airport,Airport,ASW,OK,Public Use,35.052194,-98.264056,1291,1
54M,,Airport,ASO,TN,Public Use,35.054024,-89.580026,310,1
MHV,Mojave Airport,Airport,AWP,CA,Public Use,35.058639,-118.150556,2801,3
FYM,Fayetteville Municipal Airport,Airport,ASO,TN,Public Use,35.059694,-86.564,983,1
APT,Marion County Airport-Brown Field,Airport,ASO,TN,Public Use,35.060667,-85.585306,641,1
,,Airport,ASW,TX,Public Use,35.063889,-101.877583,,
,,Airport,ASW,TX,Public Use,35.064,-101.954611,,
EWN,Coastal Carolina Regional Airport,Airport,ASO,NC,Public Use,35.072982,-77.042932,18,2
CWS,Dennis F Cantrell Field,Airport,ASW,AR,Public Use,35.080998,-92.424461,,
ZUN,Black Rock Airport,Airport,ASW,NM,Public Use,35.083227,-108.791777,6454,1
F99,Holdenville Municipal Airport,Airport,ASW,OK,Public Use,35.085861,-96.416667,860,1
32A,,Airport,ASW,AR,Public Use,35.086957,-93.427518,392,1
O44,,Airport,ASW,OK,Public Use,35.092293,-97.336418,1135,1
1N1,Sandia Airpark Estates East Airport,Airport,ASW,NM,Public Use,35.094611,-106.164556,6565,1
CHK,Chickasha Municipal Airport,Airport,ASW,OK,Public Use,35.097361,-97.967694,1151,3
L94,Mountain Valley Airport,Airport,AWP,CA,Public Use,35.101078,-118.423139,4220,2
W95,Ocracoke Island Airport,Airport,ASO,NC,Public Use,35.101163,-75.965965,4,2
L52,Oceano Airport,Airport,AWP,CA,Public Use,35.101472,-120.622361,14,1
28A,,Airport,ASO,NC,Public Use,35.120979,-80.587289,565,1
86F,Carnegie Municipal Airport,Airport,ASW,OK,Public Use,35.123622,-98.5752,1354,1
TSP,Tehachapi Municipal Airport,Airport,AWP,CA,Public Use,35.135,-118.439222,4001,1
AWM,West Memphis Municipal Airport,Airport,ASW,AR,Public Use,35.135059,-90.234446,212,1
BDQ,Morrilton Municipal Airport,Airport,ASW,AR,Public Use,35.136195,-92.713497,321,1
MPJ,Petit Jean Park Airport,Airport,ASW,AR,Public Use,35.138833,-92.909194,923,1
FLG,Flagstaff Pulliam Airport,Airport,AWP,AZ,Public Use,35.140306,-111.66925,7014,1
L17,Taft-Kern County Airport,Airport,AWP,CA,Public Use,35.141667,-119.437806,858,1
1.00E+04,Palo Duro Airport,Airport,ASW,TX,Public Use,35.143722,-101.839222,3639,1
AEG,Double Eagle Ii Airport,Airport,ASW,NM,Public Use,35.145167,-106.795167,5837,2
4M2,Booneville Municipal Airport,Airport,ASW,AR,Public Use,35.149511,-93.862142,467,1
L71,California City Airport,Airport,AWP,CA,Public Use,35.15125,-118.016667,2453,1
GZS,Abernathy Field,Airport,ASO,TN,Public Use,35.154083,-87.057056,688,1
1K4,Goldsby David J Perry Airport,Airport,ASW,OK,Public Use,35.155068,-97.470394,1168,2
IFP,Laughlin/Bullhead Int'l Airport,Airport,AWP,AZ,Public Use,35.155972,-114.559444,698,1
91F,,Airport,ASW,OK,Public Use,35.15635,-95.621253,851,1
33A,Fairview Airport,Airport,ASO,SC,Public Use,35.157333,-82.12375,1046,1
GNT,Grants-Milan Municipal Airport,Airport,ASW,NM,Public Use,35.167278,-107.902056,6536,1
3O4,Sayre Municipal Airport,Airport,ASW,OK,Public Use,35.167552,-99.657874,1937,1
TDW,Tradewind Airport,Airport,ASW,TX,Public Use,35.169889,-101.825861,3648,3
SNH,Savannah-Hardin County Airport,Airport,ASO,TN,Public Use,35.17025,-88.216722,472,1
BGF,Winchester Municipal Airport,Airport,ASO,TN,Public Use,35.177528,-86.066167,978,1
12A,,Airport,ASW,AR,Public Use,35.17753,-92.335067,329,1
TCC,Tucumcari Municipal Airport,Airport,ASW,NM,Public Use,35.182778,-103.603194,4064,2
1A0,,Airport,ASO,TN,Public Use,35.187571,-85.177734,690,1
RHP,Andrews Murphy Airport,Airport,ASO,NC,Public Use,35.19523,-83.863039,1698,1
M01,General Dewitt-Spain Airport,Airport,ASO,TN,Public Use,35.200694,-90.053972,224,1
O13,Haddock Field,Airport,ASW,OK,Public Use,35.20075,-99.881056,2097,1
AKH,Gastonia Municipal Airport,Airport,ASO,NC,Public Use,35.202639,-81.149889,797,1
SZY,Robert Sibley Airport,Airport,ASO,TN,Public Use,35.202944,-88.498361,610,1
UOS,Franklin County Airport,Airport,ASO,TN,Public Use,35.205146,-85.898147,1953,1
FYE,Fayette County Airport,Airport,ASO,TN,Public Use,35.207694,-89.394444,435,1
SRC,Searcy Municipal Airport,Airport,ASW,AR,Public Use,35.21061,-91.737539,264,1
CLT,Charlotte/Douglas Int'l Airport,Airport,ASO,NC,Federalized/Commercial,35.213741,-80.949069,747,4
8A6,,Airport,ASO,NC,Public Use,35.213755,-80.670068,799,1
55T,,Airport,ASW,TX,Public Use,35.214472,-101.411028,3475,1
M08,William L Whitehurst Field Airport,Airport,ASO,TN,Public Use,35.215139,-89.04325,499,1
AMA,Amarillo Int'l Airport,Airport,ASW,TX,Federalized/Commercial,35.219361,-101.705917,3606,2
HDI,Hardwick Field,Airport,ASO,TN,Public Use,35.219999,-84.832369,,
W40,Mt Olive Municipal Airport,Airport,ASO,NC,Public Use,35.221444,-78.038611,166,1
1A5,Macon County Airport,Airport,ASO,NC,Public Use,35.222615,-83.419063,2034,1
92A,,Airport,ASO,TN,Public Use,35.226462,-84.584933,770,1
7M0,,Airport,ASW,AR,Public Use,35.228417,-91.093167,222,1
E52,,Airport,ASW,TX,Public Use,35.230714,-102.398768,3995,1
M65,Wynne Municipal Airport,Airport,ASW,AR,Public Use,35.231602,-90.761551,370,1
HSE,Billy Mitchell Airport,Airport,ASO,NC,Public Use,35.232788,-75.617795,16,1
2M2,Lawrence Municipal Airport,Airport,ASO,TN,Public Use,35.234306,-87.257944,936,1
2F1,Shamrock Municipal Airport,Airport,ASW,TX,Public Use,35.234611,-100.185306,2369,1
SBP,San Luis Obispo Co-Mcchesney Field,Airport,AWP,CA,Federalized/Commercial,35.237266,-120.642597,212,2
SOP,Moore County Airport,Airport,ASO,NC,Public Use,35.237611,-79.388796,459,1
OUN,Max Westheimer Airport,Airport,ASW,OK,Public Use,35.245556,-97.472139,1181,2
2.00E+07,Mclean/Gray County Airport,Airport,ASW,TX,Public Use,35.246861,-100.546806,2835,1
EHO,Shelby Municipal Airport,Airport,ASO,NC,Public Use,35.25575,-81.60075,846,1
RUE,Russellville Regional Airport,Airport,ASW,AR,Public Use,35.259147,-93.093266,403,1
IGM,Kingman Airport,Airport,AWP,AZ,Federalized/Commercial,35.259472,-113.938056,3448,2
M60,Woodruff County Airport,Airport,ASW,AR,Public Use,35.271906,-91.270331,200,1
SRE,Seminole Municipal Airport,Airport,ASW,OK,Public Use,35.274805,-96.675377,1023,2
2M8,Charles W Baker Airport,Airport,ASO,TN,Public Use,35.279028,-89.931417,246,2
0O2,,Airport,AWP,CA,Public Use,35.286278,-116.081361,922,1
GZL,Stigler Municipal Airport,Airport,ASW,OK,Public Use,35.288165,-95.093893,599,1
F36,Cordell Municipal Airport,Airport,ASW,OK,Public Use,35.297567,-98.967439,1589,2
F08,,Airport,ASW,OK,Public Use,35.298304,-95.627371,635,1
7M6,Paris Municipal Airport,Airport,ASW,AR,Public Use,35.299022,-93.681678,430,1
M74,Bald Knob Municipal Airport,Airport,ASW,AR,Public Use,35.299472,-91.557694,212,2
CMR,H A Clark Memorial Field,Airport,AWP,AZ,Public Use,35.3055,-112.194361,6691,1
1L4,Kidwell Airport,Airport,AWP,NV,Public Use,35.305549,-114.882753,2605,1
0A7,Hendersonville-Winkler Airport,Airport,ASO,NC,Public Use,35.307617,-82.433174,2084,1
24A,Jackson County Airport,Airport,ASO,NC,Public Use,35.317434,-83.209916,2857,1
L45,Bakersfield Municipal Airport,Airport,AWP,CA,Public Use,35.324861,-118.996028,378,1
ISO,Kinston Regional Jetport,Airport,ASO,NC,Federalized/Commercial,35.331444,-77.608833,92,1
P23,Seligman Airport,Airport,AWP,AZ,Public Use,35.334917,-112.88625,5237,1
FSM,Fort Smith Regional Airport,Airport,ASW,AR,Federalized/Commercial,35.336583,-94.367444,469,2
CSM,Clinton Sherman Airport,Airport,ASW,OK,Public Use,35.339839,-99.200499,1922,2
L62,,Airport,AWP,CA,Public Use,35.353444,-119.479722,326,1
NQA,,Airport,ASO,TN,Public Use,35.356639,-89.870417,319,1
SNL,Shawnee Municipal Airport,Airport,ASW,OK,Public Use,35.357306,-96.942833,1073,1
T45,,Airport,ASW,TX,Public Use,35.361694,-101.365083,3453,1
E89,Conchas Lake Airport,Airport,ASW,NM,Public Use,35.367815,-104.180499,4232,1
THA,Tullahoma Municipal Airport,Airport,ASO,TN,Public Use,35.380016,-86.24669,1084,4
HRJ,Harnett County Airport,Airport,ASO,NC,Public Use,35.380156,-78.732236,201,1
E61,,Airport,ASW,NM,Public Use,35.384215,-104.216365,4201,1
43A,Montgomery County Airport,Airport,ASO,NC,Public Use,35.384654,-79.790262,632,1
M29,Hassell Field,Airport,ASO,TN,Public Use,35.385075,-87.967528,401,1
JQF,Concord Regional Airport,Airport,ASO,NC,Public Use,35.387775,-80.709136,704,1
0F7,,Airport,ASW,OK,Public Use,35.388667,-95.600278,670,1
OKC,Will Rogers World Airport,Airport,ASW,OK,Federalized/Commercial,35.393074,-97.600762,1295,4
MMI,Mcminn County Airport,Airport,ASO,TN,Public Use,35.399194,-84.561778,874,1
F81,Okemah Flying Field,Airport,ASW,OK,Public Use,35.402879,-96.305639,876,1
F10,Henryetta Municipal Airport,Airport,ASW,OK,Public Use,35.40688,-96.015833,849,1
VUJ,Stanly County Airport,Airport,ASO,NC,Public Use,35.416695,-80.150796,608,2
FQD,Rutherford County Airport,Airport,ASO,NC,Public Use,35.428222,-81.935078,1077,1
ELK,Elk City Municipal Airport,Airport,ASW,OK,Public Use,35.430778,-99.394278,2012,1
BFL,Kern County-Meadows Field,Airport,AWP,CA,Federalized/Commercial,35.433861,-119.057667,509,2
AVL,Asheville Regional Airport,Airport,ASO,NC,Public Use,35.436194,-82.541806,2162,1
JSV,Sallisaw Municipal Airport,Airport,ASW,OK,Public Use,35.43825,-94.802917,527,1
1L3,Searchlight Airport,Airport,AWP,NV,Public Use,35.444556,-114.909361,3413,1
T59,,Airport,ASW,TX,Public Use,35.451083,-100.199917,2469,1
GWW,Goldsboro Wayne Municipal Airport,Airport,ASO,NC,Public Use,35.460556,-77.964917,133,1
H35,Clarksville Municipal Airport,Airport,ASW,AR,Public Use,35.470694,-93.427155,481,1
RQO,El Reno Municipal Air Park,Airport,ASW,OK,Public Use,35.472728,-98.005856,1420,2
05N,,Airport,ASO,NC,Public Use,35.482185,-77.355774,50,1
O47,Prague Municipal Airport,Airport,ASW,OK,Public Use,35.482351,-96.7187,1041,1
IPJ,Lincoln County Airport,Airport,ASO,NC,Public Use,35.483333,-81.16125,877,1
2A0,Mark Anton Airport,Airport,ASO,TN,Public Use,35.48625,-84.931083,718,1
RCE,Clarence E Page Municipal Airport,Airport,ASW,OK,Public Use,35.488083,-97.823556,1353,2
N39,,Airport,ASO,NC,Public Use,35.503711,-82.739956,2273,1
LUG,Ellington Airport,Airport,ASO,TN,Public Use,35.506972,-86.803889,717,1
2O8,,Airport,ASW,OK,Public Use,35.507222,-98.342556,1587,1
MIT,Shafter Airport Mintor Field,Airport,AWP,CA,Public Use,35.507475,-119.192134,425,3
7M5,Ozark-Franklin County Airport,Airport,ASW,AR,Public Use,35.510696,-93.839308,648,1
GUP,Gallup Municipal Airport,Airport,ASW,NM,Public Use,35.511058,-108.789309,6472,1
HBZ,Heber Springs Municipal Airport,Airport,ASW,AR,Public Use,35.511694,-92.013009,632,1
99F,,Airport,ASW,OK,Public Use,35.516719,-97.979494,1395,1
L37,,Airport,AWP,AZ,Public Use,35.527,-113.247417,5397,1
6M8,Marked Tree Municipal Airport,Airport,ASW,AR,Public Use,35.53309,-90.400089,219,1
PWA,Wiley Post Airport,Airport,ASW,OK,Public Use,35.534167,-97.647056,1299,3
CLK,Clinton Municipal Airport,Airport,ASW,OK,Public Use,35.538272,-98.932789,1615,2
JNX,Johnston County Airport,Airport,ASO,NC,Public Use,35.540944,-78.390333,164,1
MNV,Monroe County Airport,Airport,ASO,TN,Public Use,35.545222,-84.380389,1031,1
OJA,Thomas P Stafford Airport,Airport,ASW,OK,Public Use,35.545806,-98.6685,1605,1
0M3,John A Baker Field,Airport,ASO,TN,Public Use,35.545972,-87.597333,971,1
MRC,Maury Regional Airport,Airport,ASO,TN,Public Use,35.554389,-87.179139,681,2
N08,,Airport,ASO,NC,Public Use,35.556667,-77.560556,75,1
SYI,Bomar Field-Shelbyville Municipal,Airport,ASO,TN,Public Use,35.559389,-86.442472,800,1
7W6,Hyde County Airport,Airport,ASO,NC,Public Use,35.562111,-75.955611,6,1
OCW,Warren Field,Airport,ASO,NC,Public Use,35.570472,-77.049806,37,2
N92,,Airport,ASO,NC,Public Use,35.5743,-81.117301,1025,2
TTA,Sanford-Lee County Regional Airport,Airport,ASO,NC,Public Use,35.582444,-79.101333,246,1
M04,Covington Municipal Airport,Airport,ASO,TN,Public Use,35.583365,-89.587222,280,1
8M2,,Airport,ASW,AR,Public Use,35.590272,-90.913672,245,1
M15,Perry County Airport,Airport,ASO,TN,Public Use,35.595903,-87.876694,740,1
L73,,Airport,AWP,CA,Public Use,35.596389,-119.128278,635,1
CCA,Clinton Municipal Airport,Airport,ASW,AR,Public Use,35.597769,-92.451617,513,1
MKL,Mckellar-Sipes Regional Airport,Airport,ASO,TN,Public Use,35.599889,-88.915611,433,2
HSD,Sundance Airpark,Airport,ASW,OK,Public Use,35.601833,-97.706167,1192,1
93F,Mignon Laird Municipal Airport,Airport,ASW,OK,Public Use,35.603222,-99.703,2084,1
PPA,Perry Lefors Field,Airport,ASW,TX,Public Use,35.613,-100.99625,3245,2
14A,Lake Norman Airport,Airport,ASO,NC,Public Use,35.613869,-80.899431,839,1
SAF,Santa Fe Municipal Airport,Airport,ASW,NM,Federalized/Commercial,35.617111,-106.089417,6348,3
L19,Wasco Aviation,Airport,AWP,CA,Public Use,35.619861,-119.353722,312,1
5W5,,Airport,ASO,NC,Public Use,35.620389,-78.700278,244,1
L84,,Airport,AWP,CA,Public Use,35.624778,-119.686139,274,1
PGV,Pitt-Greenville Airport,Airport,ASO,NC,Public Use,35.63525,-77.385306,26,2
M19,Newport Municipal Airport,Airport,ASW,AR,Public Use,35.637722,-91.176389,238,2
RUQ,Rowan County Airport,Airport,ASO,NC,Public Use,35.645889,-80.520278,772,1
